-8.507,-2.423,-4.657,102.985,-19.580,110.061
-10.391,3.704,-1.580,75.580,-42.145,118.870
-9.404,3.788,-1.652,0.916,19.282,-9.916
-8.327,3.651,-1.161,-111.076,41.435,-199.786
-4.997,-0.735,-2.480,-208.534,49.550,-250.137
-6.958,-7.590,-7.542,8.389,-15.511,111.206
-8.052,-2.325,-3.402,25.466,6.420,157.183
-9.438,0.098,-3.191,119.450,-45.725,103.580
-10.874,-0.038,-2.325,99.962,-56.000,93.611
-12.443,5.820,-0.754,-126.916,38.802,-52.168
-9.060,1.896,-2.160,-156.794,3.053,-192.031
-10.077,-8.835,-5.808,-104.405,17.802,-65.366
-7.623,-3.385,-4.729,-16.840,43.412,65.344
-8.452,-0.716,-3.352,142.450,-13.160,83.573
-13.858,1.652,0.520,141.504,25.321,68.069
-8.516,0.927,-2.693,31.802,-13.168,32.496
-10.345,6.594,-2.488,-115.893,68.359,-114.107
-11.032,-7.219,-7.539,-80.244,-42.557,-148.779
-8.528,-6.450,-8.337,-14.519,-54.702,45.588
-8.157,0.378,-4.781,129.511,33.573,125.878
-9.225,1.891,-3.199,127.305,-27.863,95.260
-9.594,2.480,-2.959,29.412,-12.939,14.595
-8.097,2.172,-2.768,-140.977,2.183,-103.466
-9.234,-7.331,-4.077,-101.061,-18.687,-83.389
-9.960,-6.349,-5.607,-30.756,23.985,64.870
-8.344,1.707,-1.599,121.145,-49.672,116.595
-9.436,1.537,-1.070,80.359,-18.687,51.267
-9.773,1.353,-1.360,35.679,12.740,53.618
-10.175,4.118,-0.634,-117.412,43.618,-112.008
-7.135,5.648,-1.925,-147.817,0.382,-135.534
-7.195,-4.029,-6.469,-23.267,-24.053,74.695
-9.177,-1.415,-3.876,80.260,2.122,33.573
-8.832,-0.259,-3.462,90.733,0.267,70.290
-9.215,1.875,-1.978,25.847,-17.038,48.931
-9.412,3.433,-1.767,-23.366,17.206,-33.947
-8.861,-7.314,-6.428,-161.008,56.466,-216.221
-8.368,-5.528,-6.862,-53.443,30.481,-22.580
-8.854,-1.276,-4.817,84.725,-8.924,42.756
-7.824,-0.002,-4.343,103.855,-1.939,58.695
-8.576,0.266,-4.563,100.504,-5.534,77.305
-10.046,1.951,-4.008,13.695,10.023,11.595
-6.086,5.942,-0.345,-249.046,-57.061,-7.901
-8.200,-7.920,-11.009,-189.748,-39.771,-73.931
-9.256,2.413,-2.109,52.489,73.221,-23.771
-8.871,1.116,-3.567,100.145,-40.244,52.023
-9.349,1.420,-2.385,51.244,-21.962,17.626
-9.728,2.823,-2.564,48.107,-21.153,6.977
-7.468,0.520,-2.789,18.832,18.458,0.061
-10.477,5.365,-1.702,-22.885,1.992,-57.366
-8.203,4.460,-1.961,-78.061,10.756,-55.321
-10.139,-2.761,-3.757,-145.015,56.084,-89.382
-13.467,-2.413,-4.216,-79.779,26.534,87.130
-8.954,1.087,-2.444,133.298,-11.183,-4.977
-8.978,3.440,-1.719,110.840,5.817,55.351
-8.444,1.516,-1.791,59.496,26.282,59.221
-9.548,4.930,-2.473,9.000,-6.366,4.328
-9.177,3.812,-2.255,-19.481,46.275,-72.374
-9.582,4.240,-2.097,-44.557,55.130,-43.733
-6.117,-0.448,-4.357,-187.298,38.870,-50.145
-14.566,2.430,-8.442,-250.137,-67.076,239.847
-10.898,-0.323,-5.693,152.710,-40.817,-62.740
-8.128,-0.898,-2.672,121.664,-43.252,21.412
-10.786,-0.290,0.737,74.313,-2.908,39.626
-8.593,2.626,-2.023,-53.351,46.130,-42.008
-10.527,2.691,-2.255,-78.053,55.893,-22.435
-9.529,-0.397,-5.265,-125.023,-137.771,-98.786
-8.143,-10.137,-8.090,-91.191,93.160,-112.168
-11.588,-2.516,-1.973,41.206,-28.550,62.710
-9.594,1.525,-2.600,75.611,10.412,190.221
-8.464,2.294,-1.712,52.130,-25.527,32.038
-9.606,4.377,-1.690,40.954,-26.420,29.328
