[2026-03-14 22:29:07.3103 573,-1.771,1
-3.512,-7.520,-5.255,-63.328,-14.145,116.313,1
-4.379,-6.665,-5.775,-12.237,16.519,7.450,1
-4.523,-6.179,-5.947,16.817,-0.718,-27.840,1
-4.420,-7.082,-5.514,6.740,4.053,-19.519,1
-4.513,-7[2026-03-15 15:47:28.1230 .096,-5.420,-35.031,16.260,22.221,0
-4.336,-7.374,-5.756,4.023,7.160,-16.000,0
-4.436,-6.881,-5.657,-27.038,1.221,43.015,0
-6.960,-7.168,-5.885,-51.611,28.756,63.145,0
-5.035,-5.660,-6.440,12.168,7.924,-40.534,0
-3.139,-5.437,-5.672,-18.931,3.809,30.863,2
-5.341,-6.065,-7.171,-31.336,3.252,42.176,2
-6.005,-6.115,-6.244,2.985,28.748,7.221,2
-1.664,-2.799,-8.595,77.603,23.206,-133.756,2
-2.116,-4.515,-5.693,-10.336,42.901,21.618,2
-1.429,-4.058,-4.305,11.313,-10.878,-43.168,2
-3.005,-6.065,-5.890,-40.672,-4.0
