-4.259,-6.627,-7.446,-3.061,1.443,-9.863,2
-2.782,-6.079,-6.014,-12.863,8.282,6.092,2
-4.515,-7.072,-7.647,33.885,9.885,-52.802,2
-3.931,-6.333,-6.922,-77.305,-12.168,98.267,2
-2.974,-5.981,-6.062,38.031,15.267,-68.962,2
-4.733,-7.226,-8.104,-32.[2026-03-15 15:48:16.1026 137,0.321,36.023,2
-3.100,-5.768,-6.072,-8.061,7.679,-1.779,2
-4.896,-6.986,-7.348,131.160,43.046,-196.183,2
-3.960,-8.313,-7.798,-150.473,-48.305,214.878,2
-2.646,-5.270,-5.602,69.573,30.130,-106.076,2
-4.975,-7.875,-8.332,17.718,23.824,-28.038,2
-3.112,-5.904,-6.294,-98.695,-6.160,115.443,2
-3.311,-5.155,-6.134,96.374,19.771,-146.252,2
-3.962,-6.732,-7.240,-78.321,-7.733,105.153,2
-2.670,-5.581,-5.701,60.870,20.290,-90.893,2
-4.472,-7.111,-7.810,-44.427,-0.947,51.595,2
-2.562,-6.191,-5.827,-18.969,3.084,1[2026-03-15 15:48:17.9049 0.206,2
-4.350,-7.046,-7.357,67.252,19.702,-99.931,2
-3.661,-6.213,-6.764,-74.252,-3.046,83.878,2
-3.414,-5.406,-6.215,11.115,4.122,-30.489,2
-3.553,-6.543,-6.728,-14.305,3.985,3.802,2
-3.311,-6.613,-6.596,-13.977,4.229,4.725,0
-3.809,-6.132,-6.833,-29.611,5.504,30.092,0
-3.934,-6.692,-7.039,26.977,12.313,-51.855,0
-3.081,-6.462,-6.455,-43.756,4.206,46.244,0
-3.474,-6.416,-6.737,17.901,4.496,-39.641,0
-3.622,-6.335,-6.752,-22.580,4.275,19.511,0
-3.558,-6.505,-6.797,-12.412,4.000,4.305,0
-3.606,-6.187,-6.838
